12.9706 47.9194
8.716 47.0695
8.6498 45.9952
6.4885 46.8666
7.3295 47.5388
7.4439 48.1255
8.8167 48.8667
6.4167 50.1667
4.5167 51.2
5.2333 50.95
6.5667 50.4167
7.6 50.65
9.2708 50.7518
12.0667 49.6333
12.0726 51.1097
15.6988 51.1813
15.9167 51.1167
16.2079 52.2632
15.4751 51.7042
14.9 51.6833
12.1667 52.05
10.7 53.6833
14.0167 53.7167
16.5833 53.7167
18.9008 53.6846
20.6663 52.9372
20.4114 52.6009
21.3555 52.1912
22.4333 53.1
20.4283 53.9179
19.8808 53.839
14.1333 58.3833
14.272 59.5318
22.3 63.2
25.4167 64.9333
23.9333 62.1667
23.8 61.8833
23.05 62.1167
21.9167 61.0833
22.3667 60.3667
24.8167 60.28
25.0739 60.2661
29.7253 60.5196
29.8284 59.66
25.0956 59.1256
23.3167 54.5833
23.15 53.3706
26.2768 52.0381
28.5487 50.2729
20.1879 50.9913
19.2123 51.5368
19.1037 51.4221
19.1609 51.2957
17.4916 49.381
20.95 48.3
20.2833 46.7
22.9333 47.4167
25 45.7833
25.2 45.15
24.9667 45.0167
23.3167 42.6333
22.6653 41.4053
27.1667 38.1333
27.6 43.05
26.8333 43.5667
27.0167 44.6167
25.4 44.5667
26.1833 45.85
27.5667 47.2167
34.3129 51.1502
35.9671 52.9995
38.1667 56.0333
39.8389 56.1488
40.7377 56.9227
45.8712 55.7226
46.4981 51.6134
38.4452 45.7529
40.24 45.5161
41.0305 45.351
44.6335 43.7295
46.6592 45.2701
49.4833 50.7333
57.9603 52.5854
59.4891 55.5736
48.9668 58.0338
51.5419 60.3344
56.2983 58.2189
60.7653 58.8726
130.85 45.8
131.9692 44.3092
134 46.22
138.7667 47.2333
142.2092 47.9978
141.1167 38.9833
139.5708 37.7292
139.9804 35.821
135.7833 34.6333
135.0391 35.1603
132.7167 33.2833
130.4 31.95
130.4667 32.5667
130.7352 32.8587
128.82 35.0992
129.1386 35.7494
128.4081 36.975
127.6411 37.3042
127.0833 37.5167
127.1046 37.602
124.2317 41.6353
122.9097 41.2172
126.5814 37.6522
126.722 37.5053
127.2167 36.9167
127.4394 35.3156
126.9306 34.3836
128.0333 26.6167
127.9833 26.3712
122.2829 30.027
121.2931 30.2489
120.9903 30.0751
121.2658 31.1694
120.6298 31.3147
118.2417 31.625
114.3167 30.25
110.0664 34.5653
108.7667 30.85
105.6664 29.7658
110.8464 27.5467
112.5398 25.2325
111.015 22.4708
112.4662 22.0507
114.1167 22.2333
114.1833 22.55
113.8825 22.7874
114.4 23.0833
114.5618 23.4274
116.3904 23.4541
117.0453 24.2819
117.5164 25.555
119.4561 29.0839
119.4669 27.0346
121.5389 24.96
121.2 23.1167
121.0896 16.2838
120.4489 15.3597
120.55 14.9833
120.5983 14.5619
121.111 14.6379
121.1208 14.2108
120.9253 13.8794
121.141 13.8055
122.5922 10.6558
123.3219 8.0382
123.8461 8.3096
124.3 7.2167
120.8636 -2.5333
121.068 -3.1085
119.7993 -3.9275
153.0445 -27.3559
151.4815 -32.8378
147.3317 -42.8832
141.3667 -35.2333
120.0469 -33.583
117.8333 -34.5167
117.0824 -32.5325
115.7368 -31.779
116.0333 -30.4667
118.1167 -30.8833
112.3037 -7.6703
112.0493 -6.9021
111.6014 -6.6806
110.8962 -6.5648
110.42 -7.245
106.8065 -6.1969
107.0167 10.95
108.8833 15.05
100.6833 14.7333
91.1123 23.9746
83.6167 21.3333
82.0438 17.2444
81.7241 16.8355
80.1667 7.4833
79.9003 7.218
79.8757 7.1643
75.9667 17.1667
77.1 18.25
77.05 19.1833
79.1167 21.95
81.3 24.5333
81.1167 25.7833
79.2197 24.8305
76.4833 24.9833
70.3 21.1597
73.0667 25.7
73.9364 26.2031
75.4333 27.2667
74.0793 32.9757
73.0102 33.5941
71.7678 40.4772
71.1259 29.0085
67.9055 27.8477
57.2627 27.7286
55.9432 25.7895
55.5533 25.5653
55.2746 25.2219
47.1627 23.9915
38.9333 15.3333
31.3531 30.1794
9.5667 11.4333
6.76 11.8141
7.5833 10.8
6.5946 5.8618
3.9 7.8
-15.5118 28.1001
-16.3333 28.5333
-16.7201 28.0501
-17.8667 28.5667
-7.6528 38.1713
-9.1927 38.839
-8.751 39.979
-8.5366 39.9387
-8.3476 39.4973
-7.1628 38.8815
-6.682 37.9488
-5.9889 37.6758
-5.6341 37.0795
-5.8459 36.1369
-5.45 35.2833
-4.35 34.91
-1.3081 35.2808
-3.0127 37.0084
-4.2146 37.9454
-3.6217 37.9485
-0.7965 38.0864
-0.4333 38.6167
-0.4167 39.5167
-0.5667 40.2667
-2.8847 39.9209
-3.41 40.5904
-4.05 41.1333
-4.4173 41.2576
-4.0915 40.2044
-4.9 39.4333
-4.918 39.9629
-5.4789 40.4762
-8.3747 40.9727
-8.3 41.05
-7.6685 41.477
-7.4402 41.5881
-7.95 42.3167
-8.75 42.8667
-5.9836 42.0894
-5.7167 42.1
-5.5735 43.2599
-1.75 43.0833
-0.95 42.8333
-0.25 43.5167
0.7544 43.0162
1.0382 42.9313
1.2805 43.2004
1.9661 42.952
3.9945 44.1149
3.9951 44.9393
2.5528 45.0006
1.808 45.187
1.854 44.9263
2.4634 44.4745
2.1795 44.5031
0.7838 44.0607
0.0431 43.8
-0.3923 43.8899
0.05 44.3333
0.6996 45.5897
-0.3 45.7167
-0.429 46.049
-1.5333 47.6167
-1.2254 49.0439
-3.0841 51.0483
-3.4964 51.1678
-7.8269 53.2694
-6.1667 54.9833
-4.4167 57.9833
-2.35 57.65
-2.35 57.1333
-2.5333 57.0167
-2.8833 56.45
-0.75 53.55
-2.8167 53.3667
-1.8833 52.15
-0.75 52.4333
-0.45 51.9
-1.3833 50.9
-0.9167 51.1333
-0.4 51.4
0.3 51.55
1.3833 52.0333
1.8313 50.8933
2.4286 50.2952
3.053 50.3793
4.4804 49.5382
5.0039 48.7833
5.6 49.5667
5.9154 49.4336
7.1 50.55
7.3 50.55
7.7167 50.0833
7.8167 49.6667
7.45 49.3333
9.15 47.7333
7.2636 47.0963
8.5334 47.1434
8.9167 47.3333
10.6667 47.0833
11.6833 44.05
13.65 43.0667
10.4333 43.3833
9.2799 41.5894
8.9766 39.4928
4.5333 36.4611
10.5372 35.8728
12.9689 37.6041
15.3167 40.15
14.8083 40.7744
14.9667 41.6833
16.3411 43.3553
16.3989 43.9125
16.8094 45.1767
17.6231 45.2789
17.9372 45.6961
17.2574 46.7658
16.764 46.7803
16.5167 46.4667
15.8833 46.9667
15.95 47.4333
15.2667 47.1167
14.3772 46.783
14.015 46.6658
14.5167 46.4667
15.7333 46.3833
14.5044 45.7125
13.5017 45.7933
12.3364 46.4178
10.6833 47.5333
9.75 47.9833
9.1167 48.2333
9.1833 48.8333
9.3667 48.9833
9.3661 49.9308
9.7667 51.5
9.2132 52.7794
7.5833 52.5167
5.738 53.1576
7.0362 53.1665
9 54.6
9.2368 53.8027
10.0667 53.6
10.5749 52.9043
11.5333 53.6833
12.4333 54.2
15.6995 54.1941
14.8167 55.1667
12.5265 54.961
12.6 55.7667
11.478 55.6724
8.3333 56.2667
6.3333 58.5333
5.2985 59.3765
5.25 59.4833
9.45 59.85
14.1833 61.15
9.65 61.65
-143.6665 70.1241
-144.4396 61.5156
-114.1807 47.2771
-119.3292 40.8662
-121.2563 39.5932
-121.3111 38.291
-120.6214 38.2068
-119.5029 37.0026
-117.6643 33.4551
-105.9919 38.536
-105.115 36.5581
-102.3415 32.8934
-104.3885 30.1828
-101.05 28.2667
-97.21 32.6437
-96.2813 32.3605
-90.0417 32.8065
-87.6662 31.0326
-87.198 33.2904
-84.3152 33.0181
-80.0855 26.3453
-89.214 20.7718
-96.8833 19.275
-99.1557 20.4135
-99.1969 19.4499
-99.3333 19.3564
-99.335 18.7262
-80.1333 -0.1667
-76.8828 0.0847
-74.0486 5.4778
-67.9833 7.5
-70.2333 9.6333
-71.4492 10.4694
-68.2667 12.15
-66.2881 10.1133
-63.0961 10.3089
-61.5167 10.6667
-61.5 10.1333
-62.7333 8.9833
-61.5 7.3
-49.673 -3.768
-54.9344 -10.1693
-57.5167 -16.5333
-72.4167 -13.5667
-69.9333 -27.0833
-63.6833 -40.4333
-58.5661 -34.5999
-54.6333 -28.2833
-51.8167 -30.85
-49.1188 -26.8899
-49.6774 -25.5215
-49.7167 -24.7833
-51.9833 -22.6167
-50.5167 -22.0667
-46.5895 -22.7817
-45.2824 -22.0085
-43.7667 -21.0667
-42.1703 -21.7633
-42.5167 -20.7667
-41.2833 -20.15
-41.05 -19.25
-41.3374 -17.6791
-48.3833 -19.2333
-49.4418 -18.3295
-48.3878 -13.4268
-44.6592 -16.0717
-42.6064 -16.9078
-38.1167 -12.6667
-39.1 -12.05
-39.7109 -10.3403
-40.9708 -10.1871
-43.0833 -10.9833
-48.6122 -0.4862
-55.15 5.8167
-59.6167 13.1
-59.6167 13.2167
-60.8833 13.9
-61.0567 14.8329
-61.2333 15.9
-61.5833 16.25
-61.7167 16
-69.6667 18.6167
-70.5 19.4167
-71.6333 19.4833
-64.6781 32.3817
-76.886 34.6885
-79.8687 33.357
-81.6354 35.53
-82.1401 37.6484
-83.1016 37.334
-86.7666 38.9371
-86.8634 37.666
-93.434 37.0047
-94.8323 36.9662
-95.4865 35.4364
-96.7297 36.1179
-97.2663 37.6282
-97.6986 42.0322
-108.0287 45.3693
-101.0333 50.1333
-94.7495 43.6692
-92.5884 44.6609
-91.6707 47.0227
-87.9317 45.5944
-88.4391 43.4827
-87.7893 41.8725
-85.8065 42.0312
-84.1661 42.0076
-83.8352 40.5595
-83.9399 39.9901
-83.1201 39.8639
-79.981 39.7577
-79.8664 40.1251
-78.9499 40.1992
-79.6339 41.2226
-77.501 42.4837
-80.6967 43.209
-80.255 44.1064
-79.5014 44.1149
-78.7158 44.1609
-75.6893 43.2715
-74.6287 43.0423
-75.0429 41.8423
-76.1658 40.1757
-75.8427 40.0107
-75.2897 38.4097
-74.1064 40.6705
-73.7881 40.728
-73.6862 40.7939
-73.672 41.2888
-72.6764 42.0704
-73.1581 45.3418
-72.6667 48.8833
-71.5158 48.4501
-70.0731 44.4354
-64.4178 44.3784
-64.2925 44.4889
-64.8333 46.0667
-62.8833 46.0167
-61.261 45.9593
-59.9527 46.1218
-54.05 47.1833
-9.6167 51.9
-9.2333 52.3167
-3.45 53.2667
-1.0833 52.4333
1.5253 50.0414
1.6343 49.9372
1.6673 49.5821
1.8536 49.5492
1.6167 49.3167
0.9667 49.25
0.4577 49.4855
0.3684 49.5561
-0.2825 49.2415
-0.6748 48.8538
-0.7103 48.6459
0.0833 48.35
1.3814 48.3671
2.2423 49.1405
2.8774 49.4378
2.4247 50.5185
3.1667 50.3173
3.6833 50.7333
3.7167 50.8667
